type,id,name,campus,district,county,overall,overall_score,1_achievement,1_achievement_score,2_progress,2_progress_score,3_gaps,3_gaps_score,student_pop,esc_region,region,perc_econ_disadvantage,type_detail,absolute_url
campus,220905135.0,VAN ZANDT-GUINN EL,VAN ZANDT-GUINN EL,Fort Worth ISD,Tarrant,C,73,F,51,C,74,C,71,521,11,REGION 11: FORT WORTH,96.7%,Elementary,/districts/fort-worth-isd/van-zandt-guinn-elementary-school/
campus,220905137.0,HUBBARD EL,HUBBARD EL,Fort Worth ISD,Tarrant,D,67,D,60,D,67,D,66,594,11,REGION 11: FORT WORTH,93.8%,Elementary,/districts/fort-worth-isd/hubbard-elementary-school/
campus,220905138.0,HELBING EL,HELBING EL,Fort Worth ISD,Tarrant,C,73,D,67,C,74,D,69,441,11,REGION 11: FORT WORTH,92.1%,Elementary,/districts/fort-worth-isd/helbing-elementary-school/
campus,220905139.0,KIRKPATRICK EL,KIRKPATRICK EL,Fort Worth ISD,Tarrant,C,73,D,64,C,72,C,74,370,11,REGION 11: FORT WORTH,97.8%,Elementary,/districts/fort-worth-isd/kirkpatrick-elementary-school/
campus,220905141.0,MEADOWBROOK EL,MEADOWBROOK EL,Fort Worth ISD,Tarrant,B,81,C,74,B,83,C,77,556,11,REGION 11: FORT WORTH,94.6%,Elementary,/districts/fort-worth-isd/meadowbrook-elementary-school/
campus,220905143.0,MCRAE EL,MCRAE EL,Fort Worth ISD,Tarrant,D,68,D,65,C,73,F,56,601,11,REGION 11: FORT WORTH,95.2%,Elementary,/districts/fort-worth-isd/mcrae-elementary-school/
campus,220905144.0,MITCHELL BOULEVARD EL,MITCHELL BOULEVARD EL,Fort Worth ISD,Tarrant,C,72,F,56,C,72,C,72,420,11,REGION 11: FORT WORTH,96.2%,Elementary,/districts/fort-worth-isd/mitchell-boulevard-elementary-school/
campus,220905146.0,MOORE M H EL,MOORE M H EL,Fort Worth ISD,Tarrant,C,74,D,69,C,76,D,68,574,11,REGION 11: FORT WORTH,94.4%,Elementary,/districts/fort-worth-isd/moore-m-h-elementary-school/
campus,220905147.0,MORNINGSIDE EL,MORNINGSIDE EL,Fort Worth ISD,Tarrant,C,71,F,58,C,70,C,72,520,11,REGION 11: FORT WORTH,91.0%,Elementary,/districts/fort-worth-isd/morningside-elementary-school/
campus,220905148.0,CHARLES NASH EL,CHARLES NASH EL,Fort Worth ISD,Tarrant,D,69,D,62,D,69,D,69,261,11,REGION 11: FORT WORTH,84.7%,Elementary,/districts/fort-worth-isd/charles-nash-elementary-school/
campus,220905149.0,NORTH HI MOUNT EL,NORTH HI MOUNT EL,Fort Worth ISD,Tarrant,B,87,B,86,B,85,A,90,407,11,REGION 11: FORT WORTH,51.6%,Elementary,/districts/fort-worth-isd/north-hi-mount-elementary-school/
campus,220905150.0,OAKHURST EL,OAKHURST EL,Fort Worth ISD,Tarrant,B,88,C,77,B,87,B,89,584,11,REGION 11: FORT WORTH,93.8%,Elementary,/districts/fort-worth-isd/oakhurst-elementary-school/
campus,220905151.0,NATHA HOWELL EL,NATHA HOWELL EL,Fort Worth ISD,Tarrant,B,81,C,71,B,82,C,78,455,11,REGION 11: FORT WORTH,95.4%,Elementary,/districts/fort-worth-isd/natha-howell-elementary-school/
campus,220905152.0,OAKLAWN EL,OAKLAWN EL,Fort Worth ISD,Tarrant,C,74,F,59,C,75,C,70,554,11,REGION 11: FORT WORTH,97.5%,Elementary,/districts/fort-worth-isd/oaklawn-elementary-school/
campus,220905153.0,A M PATE EL,A M PATE EL,Fort Worth ISD,Tarrant,C,73,F,52,C,75,D,68,508,11,REGION 11: FORT WORTH,97.6%,Elementary,/districts/fort-worth-isd/am-pate-elementary-school/
campus,220905154.0,M L PHILLIPS EL,M L PHILLIPS EL,Fort Worth ISD,Tarrant,C,73,D,67,C,74,C,71,481,11,REGION 11: FORT WORTH,87.7%,Elementary,/districts/fort-worth-isd/ml-phillips-elementary-school/
campus,220905156.0,RIDGLEA HILLS EL,RIDGLEA HILLS EL,Fort Worth ISD,Tarrant,C,79,B,80,C,78,C,75,763,11,REGION 11: FORT WORTH,45.1%,Elementary,/districts/fort-worth-isd/ridglea-hills-elementary-school/
campus,220905157.0,LUELLA MERRETT EL,LUELLA MERRETT EL,Fort Worth ISD,Tarrant,C,76,C,72,B,80,D,68,624,11,REGION 11: FORT WORTH,94.9%,Elementary,/districts/fort-worth-isd/luella-merrett-elementary-school/
campus,220905159.0,VERSIA WILLIAMS EL,VERSIA WILLIAMS EL,Fort Worth ISD,Tarrant,C,74,D,60,C,75,C,72,414,11,REGION 11: FORT WORTH,95.9%,Elementary,/districts/fort-worth-isd/versia-williams-elementary-school/
campus,220905160.0,MAUDRIE WALTON EL,MAUDRIE WALTON EL,Fort Worth ISD,Tarrant,C,73,F,56,C,74,C,71,342,11,REGION 11: FORT WORTH,97.4%,Elementary,/districts/fort-worth-isd/maudrie-walton-elementary-school/
campus,220905161.0,SAM ROSEN EL,SAM ROSEN EL,Fort Worth ISD,Tarrant,C,78,D,62,C,79,C,76,510,11,REGION 11: FORT WORTH,94.1%,Elementary,/districts/fort-worth-isd/sam-rosen-elementary-school/
campus,220905162.0,SAGAMORE HILL EL,SAGAMORE HILL EL,Fort Worth ISD,Tarrant,D,62,D,62,D,69,F,47,660,11,REGION 11: FORT WORTH,92.9%,Elementary,/districts/fort-worth-isd/sagamore-hill-elementary-school/
campus,220905163.0,BRUCE SHULKEY EL,BRUCE SHULKEY EL,Fort Worth ISD,Tarrant,B,82,C,72,B,83,C,79,510,11,REGION 11: FORT WORTH,85.3%,Elementary,/districts/fort-worth-isd/bruce-shulkey-elementary-school/
campus,220905165.0,RICHARD J WILSON EL,RICHARD J WILSON EL,Fort Worth ISD,Tarrant,C,78,C,71,B,80,C,74,586,11,REGION 11: FORT WORTH,95.9%,Elementary,/districts/fort-worth-isd/richard-j-wilson-elementary-school/
campus,220905166.0,SOUTH HI MOUNT EL,SOUTH HI MOUNT EL,Fort Worth ISD,Tarrant,B,87,C,79,B,87,B,87,521,11,REGION 11: FORT WORTH,82.7%,Elementary,/districts/fort-worth-isd/south-hi-mount-elementary-school/
campus,220905167.0,SOUTH HILLS EL,SOUTH HILLS EL,Fort Worth ISD,Tarrant,D,67,F,58,C,70,D,61,827,11,REGION 11: FORT WORTH,88.9%,Elementary,/districts/fort-worth-isd/south-hills-elementary-school/
campus,220905168.0,SPRINGDALE EL,SPRINGDALE EL,Fort Worth ISD,Tarrant,B,83,C,70,B,85,C,77,552,11,REGION 11: FORT WORTH,96.6%,Elementary,/districts/fort-worth-isd/springdale-elementary-school/
campus,220905169.0,SUNRISE - MCMILLAN EL,SUNRISE - MCMILLAN EL,Fort Worth ISD,Tarrant,F,55,F,52,F,54,F,58,369,11,REGION 11: FORT WORTH,98.4%,Elementary,/districts/fort-worth-isd/sunrise-mcmillian-elementary-school/
campus,220905171.0,TANGLEWOOD EL,TANGLEWOOD EL,Fort Worth ISD,Tarrant,A,97,A,96,A,92,A,100,874,11,REGION 11: FORT WORTH,8.7%,Elementary,/districts/fort-worth-isd/tanglewood-elementary-school/
campus,220905172.0,W J TURNER EL,W J TURNER EL,Fort Worth ISD,Tarrant,C,74,D,64,C,77,D,68,432,11,REGION 11: FORT WORTH,96.5%,Elementary,/districts/fort-worth-isd/wj-turner-elementary-school/
campus,220905175.0,WASHINGTON HEIGHTS EL,WASHINGTON HEIGHTS EL,Fort Worth ISD,Tarrant,B,81,C,74,B,83,C,76,333,11,REGION 11: FORT WORTH,96.7%,Elementary,/districts/fort-worth-isd/washington-heights-elementary-school/
campus,220905176.0,WAVERLY PARK EL,WAVERLY PARK EL,Fort Worth ISD,Tarrant,C,77,C,73,B,80,C,71,742,11,REGION 11: FORT WORTH,80.6%,Elementary,/districts/fort-worth-isd/waverly-park-elementary-school/
campus,220905177.0,WESTCLIFF EL,WESTCLIFF EL,Fort Worth ISD,Tarrant,A,94,B,83,A,91,A,100,578,11,REGION 11: FORT WORTH,76.1%,Elementary,/districts/fort-worth-isd/westcliff-elementary-school/
campus,220905178.0,WESTCREEK EL,WESTCREEK EL,Fort Worth ISD,Tarrant,F,57,F,55,F,59,F,51,586,11,REGION 11: FORT WORTH,94.2%,Elementary,/districts/fort-worth-isd/westcreek-elementary-school/
campus,220905180.0,WESTERN HILLS EL,WESTERN HILLS EL,Fort Worth ISD,Tarrant,F,55,F,53,F,57,F,51,798,11,REGION 11: FORT WORTH,98.2%,Elementary,/districts/fort-worth-isd/western-hills-elementary-school/
campus,220905184.0,WORTH HEIGHTS EL,WORTH HEIGHTS EL,Fort Worth ISD,Tarrant,B,86,C,77,B,86,B,86,605,11,REGION 11: FORT WORTH,95.4%,Elementary,/districts/fort-worth-isd/worth-heights-elementary-school/
campus,220905186.0,DAVID K SELLARS EL,DAVID K SELLARS EL,Fort Worth ISD,Tarrant,B,80,C,75,B,84,C,71,605,11,REGION 11: FORT WORTH,95.4%,Elementary,/districts/fort-worth-isd/david-k-sellars-elementary-school/
campus,220905187.0,J T STEVENS EL,J T STEVENS EL,Fort Worth ISD,Tarrant,F,56,D,60,F,59,F,47,496,11,REGION 11: FORT WORTH,70.4%,Elementary,/districts/fort-worth-isd/jt-stevens-elementary-school/
campus,220905188.0,ATWOOD MCDONALD EL,ATWOOD MCDONALD EL,Fort Worth ISD,Tarrant,B,81,D,62,B,83,C,75,510,11,REGION 11: FORT WORTH,91.2%,Elementary,/districts/fort-worth-isd/atwood-mcdonald-elementary-school/
campus,220905190.0,RIVERSIDE APPLIED LRN CTR,RIVERSIDE APPLIED LRN CTR,Fort Worth ISD,Tarrant,B,84,C,72,B,88,C,76,232,11,REGION 11: FORT WORTH,82.3%,Elementary,/districts/fort-worth-isd/riverside-applied-learning-center/
campus,220905194.0,DAGGETT MONTESSORI,DAGGETT MONTESSORI,Fort Worth ISD,Tarrant,B,86,B,83,B,81,A,92,497,11,REGION 11: FORT WORTH,46.9%,Elementary,/districts/fort-worth-isd/daggett-montessori-school/
campus,220905206.0,BILL J ELLIOTT EL,BILL J ELLIOTT EL,Fort Worth ISD,Tarrant,C,74,C,71,C,78,D,65,425,11,REGION 11: FORT WORTH,87.3%,Elementary,/districts/fort-worth-isd/bill-j-elliott-elementary-school/
campus,220905207.0,WESTPARK EL,WESTPARK EL,Fort Worth ISD,Tarrant,B,89,A,91,B,84,B,85,735,11,REGION 11: FORT WORTH,34.7%,Elementary,/districts/fort-worth-isd/westpark-elementary-school/
campus,220905208.0,T A SIMS EL,T A SIMS EL,Fort Worth ISD,Tarrant,C,75,D,60,C,75,C,75,719,11,REGION 11: FORT WORTH,98.3%,Elementary,/districts/fort-worth-isd/ta-sims-elementary-school/
campus,220905209.0,EDWARD BRISCOE EL,EDWARD BRISCOE EL,Fort Worth ISD,Tarrant,D,69,F,59,C,70,D,67,430,11,REGION 11: FORT WORTH,97.2%,Elementary,/districts/fort-worth-isd/edward-briscoe-elementary-school/
campus,220905210.0,CHILDREN'S MEDICAL CTR,CHILDREN'S MEDICAL CTR,Fort Worth ISD,Tarrant,Not rated,.,Not rated,.,Not rated,.,Not rated,.,57,11,REGION 11: FORT WORTH,26.3%,Elem/Secondary,/districts/fort-worth-isd/childrens-medical-center/
campus,220905211.0,WOMEN'S HAVEN,WOMEN'S HAVEN,Fort Worth ISD,Tarrant,Not rated,.,Not rated,.,Not rated,.,Not rated,.,4,11,REGION 11: FORT WORTH,75.0%,Elem/Secondary,/districts/fort-worth-isd/womens-haven/
campus,220905212.0,BRIDGE ASSOC,BRIDGE ASSOC,Fort Worth ISD,Tarrant,Not rated,.,Not rated,.,Not rated,.,Not rated,.,7,11,REGION 11: FORT WORTH,28.6%,Elem/Secondary,/districts/fort-worth-isd/bridge-association-school/
campus,220905216.0,WOODWAY EL,WOODWAY EL,Fort Worth ISD,Tarrant,C,76,D,64,C,77,C,75,651,11,REGION 11: FORT WORTH,91.4%,Elementary,/districts/fort-worth-isd/woodway-elementary-school/
campus,220905219.0,LOWERY ROAD,LOWERY ROAD,Fort Worth ISD,Tarrant,B,81,D,69,B,82,C,79,699,11,REGION 11: FORT WORTH,86.6%,Elementary,/districts/fort-worth-isd/lowery-road-elementary-school/
campus,220905220.0,ALICE D CONTRERAS,ALICE D CONTRERAS,Fort Worth ISD,Tarrant,D,68,D,64,C,70,D,62,620,11,REGION 11: FORT WORTH,92.9%,Elementary,/districts/fort-worth-isd/alice-d-contreras-elementary-school/
campus,220905221.0,WESTERN HILLS PRI,WESTERN HILLS PRI,Fort Worth ISD,Tarrant,F,55,Not rated,.,Not rated,.,Not rated,.,540,11,REGION 11: FORT WORTH,94.3%,Elementary,/districts/fort-worth-isd/western-hills-primary-school/
campus,220905222.0,CLIFFORD DAVIS EL,CLIFFORD DAVIS EL,Fort Worth ISD,Tarrant,D,67,F,59,D,67,D,67,750,11,REGION 11: FORT WORTH,96.9%,Elementary,/districts/fort-worth-isd/clifford-davis-elementary-school/
campus,220905223.0,CESAR CHAVEZ PRI,CESAR CHAVEZ PRI,Fort Worth ISD,Tarrant,C,74,D,65,C,74,C,75,517,11,REGION 11: FORT WORTH,95.2%,Elementary,/districts/fort-worth-isd/cesar-chavez-primary-school/
campus,220905224.0,MG ELLIS,MG ELLIS,Fort Worth ISD,Tarrant,B,80,Not rated,.,Not rated,.,Not rated,.,370,11,REGION 11: FORT WORTH,90.5%,Elementary,/districts/fort-worth-isd/mg-ellis-elementary-school/
campus,220905225.0,BONNIE BRAE,BONNIE BRAE,Fort Worth ISD,Tarrant,A,91,B,80,A,90,A,92,459,11,REGION 11: FORT WORTH,93.2%,Elementary,/districts/fort-worth-isd/bonnie-brae-elementary-school/
campus,220905226.0,SEMINARY HILLS PARK EL,SEMINARY HILLS PARK EL,Fort Worth ISD,Tarrant,F,59,F,53,F,59,D,61,360,11,REGION 11: FORT WORTH,93.9%,Elementary,/districts/fort-worth-isd/seminary-hills-park-elementary-school/
campus,220905227.0,DOLORES HUERTA EL,DOLORES HUERTA EL,Fort Worth ISD,Tarrant,C,74,D,64,C,75,C,72,567,11,REGION 11: FORT WORTH,96.5%,Elementary,/districts/fort-worth-isd/dolores-huerta-elementary-school/
campus,220905228.0,PK SATELLITE CENTERS,PK SATELLITE CENTERS,Fort Worth ISD,Tarrant,C,79,Not rated,.,Not rated,.,Not rated,.,312,11,REGION 11: FORT WORTH,98.7%,Elementary,/districts/fort-worth-isd/pre-k-satellite-centers/
campus,220905242.0,TARRANT YOUTH RECOVERY,TARRANT YOUTH RECOVERY,Fort Worth ISD,Tarrant,Not rated,.,Not rated,.,Not rated,.,Not rated,.,13,11,REGION 11: FORT WORTH,30.8%,High School,/districts/fort-worth-isd/tarrant-youth-recovery/
campus,220905251.0,ASSESSMENT CTR,ASSESSMENT CTR,Fort Worth ISD,Tarrant,Not rated,.,Not rated,.,Not rated,.,Not rated,.,20,11,REGION 11: FORT WORTH,0.0%,Elem/Secondary,/districts/fort-worth-isd/assessment-center/
campus,220905252.0,INSIGHTS LEARNING CENTER,INSIGHTS LEARNING CENTER,Fort Worth ISD,Tarrant,Not rated,.,Not rated,.,Not rated,.,Not rated,.,13,11,REGION 11: FORT WORTH,92.3%,Elementary,/districts/fort-worth-isd/insights-elementary-daep/
district,220906.0,GRAPEVINE-COLLEYVILLE ISD,,Grapevine-Colleyville ISD,Tarrant,A,92,A,93,B,89,B,89,"13,885",11,REGION 11: FORT WORTH,24.7%,District,/districts/grapevine-colleyville-isd/
campus,220906001.0,GRAPEVINE H S,GRAPEVINE H S,Grapevine-Colleyville ISD,Tarrant,B,89,A,93,B,82,C,78,"1,922",11,REGION 11: FORT WORTH,20.2%,High School,/districts/grapevine-colleyville-isd/grapevine-high-school/
campus,220906004.0,COLLEYVILLE HERITAGE H S,COLLEYVILLE HERITAGE H S,Grapevine-Colleyville ISD,Tarrant,A,91,A,94,B,82,B,85,"1,973",11,REGION 11: FORT WORTH,17.5%,High School,/districts/grapevine-colleyville-isd/colleyville-heritage-high-school/
campus,220906006.0,THE BRIDGES ACAD ALTER,THE BRIDGES ACAD ALTER,Grapevine-Colleyville ISD,Tarrant,A,90,B,86,Not rated,.,Not rated,.,64,11,REGION 11: FORT WORTH,48.4%,High School,/districts/grapevine-colleyville-isd/bridges-alternative-learning-center/
campus,220906007.0,IUNIVERSITY PREP,IUNIVERSITY PREP,Grapevine-Colleyville ISD,Tarrant,A,91,A,93,B,89,B,87,759,11,REGION 11: FORT WORTH,6.5%,Elem/Secondary,/districts/grapevine-colleyville-isd/iuniversity-prep/
campus,220906008.0,GRAPEVINE-COLLEYVILLE COLLEGIATE A,GRAPEVINE-COLLEYVILLE COLLEGIATE A,Grapevine-Colleyville ISD,Tarrant,A,91,B,89,A,93,B,86,317,11,REGION 11: FORT WORTH,44.5%,High School,/districts/grapevine-colleyville-isd/grapevine-colleyville-collegiate-a/
campus,220906041.0,GRAPEVINE MIDDLE,GRAPEVINE MIDDLE,Grapevine-Colleyville ISD,Tarrant,C,78,B,82,C,72,D,68,744,11,REGION 11: FORT WORTH,37.5%,Middle School,/districts/grapevine-colleyville-isd/grapevine-middle-school/
campus,220906042.0,COLLEYVILLE MIDDLE,COLLEYVILLE MIDDLE,Grapevine-Colleyville ISD,Tarrant,A,92,A,93,B,84,B,89,629,11,REGION 11: FORT WORTH,6.7%,Middle School,/districts/grapevine-colleyville-isd/colleyville-middle-school/
campus,220906043.0,HERITAGE MIDDLE,HERITAGE MIDDLE,Grapevine-Colleyville ISD,Tarrant,A,91,A,92,B,83,B,89,784,11,REGION 11: FORT WORTH,23.0%,Middle School,/districts/grapevine-colleyville-isd/heritage-middle-school/
campus,220906044.0,CROSS TIMBERS MIDDLE,CROSS TIMBERS MIDDLE,Grapevine-Colleyville ISD,Tarrant,B,88,A,92,B,89,C,79,850,11,REGION 11: FORT WORTH,31.9%,Middle School,/districts/grapevine-colleyville-isd/cross-timbers-middle-school/
campus,220906101.0,CANNON EL,CANNON EL,Grapevine-Colleyville ISD,Tarrant,B,89,A,90,B,85,B,85,549,11,REGION 11: FORT WORTH,36.8%,Elementary,/districts/grapevine-colleyville-isd/cannon-elementary-school/
campus,220906102.0,COLLEYVILLE EL,COLLEYVILLE EL,Grapevine-Colleyville ISD,Tarrant,A,96,A,94,B,83,A,100,498,11,REGION 11: FORT WORTH,5.6%,Elementary,/districts/grapevine-colleyville-isd/colleyville-elementary-school/
campus,220906103.0,DOVE EL,DOVE EL,Grapevine-Colleyville ISD,Tarrant,B,86,C,75,B,89,C,79,443,11,REGION 11: FORT WORTH,33.2%,Elementary,/districts/grapevine-colleyville-isd/dove-elementary-school/
campus,220906104.0,TIMBERLINE EL,TIMBERLINE EL,Grapevine-Colleyville ISD,Tarrant,C,75,C,71,C,75,C,74,678,11,REGION 11: FORT WORTH,78.0%,Elementary,/districts/grapevine-colleyville-isd/timberline-elementary-school/
campus,220906105.0,TAYLOR EL,TAYLOR EL,Grapevine-Colleyville ISD,Tarrant,B,89,A,91,B,80,B,84,461,11,REGION 11: FORT WORTH,9.1%,Elementary,/districts/grapevine-colleyville-isd/taylor-elementary-school/
campus,220906106.0,BEAR CREEK EL,BEAR CREEK EL,Grapevine-Colleyville ISD,Tarrant,B,85,B,88,C,79,C,78,679,11,REGION 11: FORT WORTH,33.7%,Elementary,/districts/grapevine-colleyville-isd/bear-creek-elementary-school/
campus,220906107.0,HERITAGE EL,HERITAGE EL,Grapevine-Colleyville ISD,Tarrant,A,93,A,94,B,81,B,89,509,11,REGION 11: FORT WORTH,8.4%,Elementary,/districts/grapevine-colleyville-isd/heritage-elementary-school/
campus,220906108.0,BRANSFORD EL,BRANSFORD EL,Grapevine-Colleyville ISD,Tarrant,A,95,A,93,A,90,A,100,459,11,REGION 11: FORT WORTH,13.3%,Elementary,/districts/grapevine-colleyville-isd/bransford-elementary-school/
campus,220906109.0,GRAPEVINE EL,GRAPEVINE EL,Grapevine-Colleyville ISD,Tarrant,A,90,A,91,B,82,B,88,547,11,REGION 11: FORT WORTH,15.4%,Elementary,/districts/grapevine-colleyville-isd/grapevine-elementary-school/
campus,220906110.0,SILVER LAKE EL,SILVER LAKE EL,Grapevine-Colleyville ISD,Tarrant,B,88,B,88,B,86,B,89,535,11,REGION 11: FORT WORTH,54.2%,Elementary,/districts/grapevine-colleyville-isd/silver-lake-elementary-school/
campus,220906111.0,GLENHOPE EL,GLENHOPE EL,Grapevine-Colleyville ISD,Tarrant,A,97,A,95,A,90,A,100,485,11,REGION 11: FORT WORTH,11.1%,Elementary,/districts/grapevine-colleyville-isd/glenhope-elementary-school/
district,220907.0,KELLER ISD,,Keller ISD,Tarrant,B,89,A,92,B,88,B,89,"34,999",11,REGION 11: FORT WORTH,27.7%,District,/districts/keller-isd/
campus,220907001.0,KELLER H S,KELLER H S,Keller ISD,Tarrant,A,93,A,95,B,88,B,88,"3,075",11,REGION 11: FORT WORTH,6.8%,High School,/districts/keller-isd/keller-high-school/
campus,220907002.0,FOSSIL RIDGE H S,FOSSIL RIDGE H S,Keller ISD,Tarrant,B,88,B,88,B,86,B,87,"2,314",11,REGION 11: FORT WORTH,46.5%,High School,/districts/keller-isd/fossil-ridge-high-school/
campus,220907004.0,CENTRAL H S,CENTRAL H S,Keller ISD,Tarrant,A,90,A,93,B,84,B,84,"2,539",11,REGION 11: FORT WORTH,25.2%,High School,/districts/keller-isd/central-high-school/
campus,220907005.0,TIMBER CREEK H S,TIMBER CREEK H S,Keller ISD,Tarrant,A,90,A,92,B,82,B,85,"3,242",11,REGION 11: FORT WORTH,21.6%,High School,/districts/keller-isd/timbercreek-high-school/
campus,220907039.0,NEW DIRECTION LRN CTR,NEW DIRECTION LRN CTR,Keller ISD,Tarrant,A,90,A,90,Not rated,.,Not rated,.,59,11,REGION 11: FORT WORTH,27.1%,High School,/districts/keller-isd/new-direction-high-school/
campus,220907041.0,KELLER MIDDLE,KELLER MIDDLE,Keller ISD,Tarrant,A,90,A,92,B,85,B,86,"1,019",11,REGION 11: FORT WORTH,5.9%,Middle School,/districts/keller-isd/keller-middle-school/
campus,220907042.0,FOSSIL HILL MIDDLE,FOSSIL HILL MIDDLE,Keller ISD,Tarrant,B,83,B,81,B,84,B,82,955,11,REGION 11: FORT WORTH,51.7%,Middle School,/districts/keller-isd/fossil-hill-middle-school/
campus,220907043.0,HILLWOOD MIDDLE,HILLWOOD MIDDLE,Keller ISD,Tarrant,A,94,A,91,B,89,A,100,"1,222",11,REGION 11: FORT WORTH,30.9%,Middle School,/districts/keller-isd/hillwood-middle-school/
campus,220907044.0,INDIAN SPRINGS MIDDLE,INDIAN SPRINGS MIDDLE,Keller ISD,Tarrant,A,94,A,92,B,86,A,98,982,11,REGION 11: FORT WORTH,13.1%,Middle School,/districts/keller-isd/indian-springs-middle-school/
campus,220907045.0,TRINITY SPRINGS MIDDLE,TRINITY SPRINGS MIDDLE,Keller ISD,Tarrant,A,91,A,92,A,90,B,88,992,11,REGION 11: FORT WORTH,29.2%,Middle School,/districts/keller-isd/trinity-springs-middle-school/
campus,220907046.0,TIMBERVIEW MIDDLE,TIMBERVIEW MIDDLE,Keller ISD,Tarrant,B,88,A,90,C,79,B,84,"1,240",11,REGION 11: FORT WORTH,15.0%,Middle School,/districts/keller-isd/timberview-middle-school/
campus,220907047.0,VISTA RIDGE MIDDLE,VISTA RIDGE MIDDLE,Keller ISD,Tarrant,B,83,B,85,B,82,C,79,500,11,REGION 11: FORT WORTH,44.4%,Middle School,
campus,220907101.0,KELLER-HARVEL EL,KELLER-HARVEL EL,Keller ISD,Tarrant,A,94,A,91,B,88,A,100,457,11,REGION 11: FORT WORTH,24.7%,Elementary,/districts/keller-isd/keller-harvel-elementary-school/
campus,220907102.0,FLORENCE EL,FLORENCE EL,Keller ISD,Tarrant,A,95,A,93,B,83,A,100,470,11,REGION 11: FORT WORTH,8.1%,Elementary,/districts/keller-isd/florence-elementary-school/
campus,220907103.0,PARKVIEW EL,PARKVIEW EL,Keller ISD,Tarrant,D,67,C,71,D,69,F,59,556,11,REGION 11: FORT WORTH,61.3%,Elementary,/districts/keller-isd/parkview-elementary-school/
campus,220907104.0,BEAR CREEK INT,BEAR CREEK INT,Keller ISD,Tarrant,A,96,A,94,B,89,A,100,989,11,REGION 11: FORT WORTH,7.9%,Middle School,/districts/keller-isd/bear-creek-intermediate-school/
campus,220907105.0,WHITLEY ROAD EL,WHITLEY ROAD EL,Keller ISD,Tarrant,C,72,C,73,C,72,C,71,449,11,REGION 11: FORT WORTH,59.7%,Elementary,/districts/keller-isd/whitley-road-elementary-school/
campus,220907106.0,HERITAGE EL,HERITAGE EL,Keller ISD,Tarrant,C,70,C,73,D,60,D,63,485,11,REGION 11: FORT WORTH,42.3%,Elementary,/districts/keller-isd/heritage-elementary-school/
campus,220907107.0,CHISHOLM TRAIL INT,CHISHOLM TRAIL INT,Keller ISD,Tarrant,B,81,B,81,B,83,C,77,889,11,REGION 11: FORT WORTH,56.7%,Middle School,/districts/keller-isd/chisholm-trail-intermediate-school/
campus,220907108.0,SHADY GROVE EL,SHADY GROVE EL,Keller ISD,Tarrant,B,87,A,92,D,67,C,76,457,11,REGION 11: FORT WORTH,6.6%,Elementary,/districts/keller-isd/shady-grove-elementary-school/
campus,220907109.0,PARK GLEN EL,PARK GLEN EL,Keller ISD,Tarrant,C,79,B,82,D,69,C,72,597,11,REGION 11: FORT WORTH,22.1%,Elementary,/districts/keller-isd/park-glen-elementary-school/
campus,220907110.0,WILLIS LANE EL,WILLIS LANE EL,Keller ISD,Tarrant,A,96,A,92,A,94,A,100,525,11,REGION 11: FORT WORTH,14.7%,Elementary,/districts/keller-isd/willis-lane-elementary-school/
campus,220907111.0,NORTH RIVERSIDE EL,NORTH RIVERSIDE EL,Keller ISD,Tarrant,D,69,C,72,C,72,D,62,394,11,REGION 11: FORT WORTH,61.2%,Elementary,/districts/keller-isd/north-riverside-elementary-school/
campus,220907112.0,HIDDEN LAKES EL,HIDDEN LAKES EL,Keller ISD,Tarrant,A,96,A,94,A,91,A,100,400,11,REGION 11: FORT WORTH,3.3%,Elementary,/districts/keller-isd/hidden-lakes-elementary-school/
campus,220907113.0,LONE STAR EL,LONE STAR EL,Keller ISD,Tarrant,B,87,A,91,B,85,C,79,801,11,REGION 11: FORT WORTH,21.0%,Elementary,/districts/keller-isd/lone-star-elementary-school/
campus,220907114.0,PARKWOOD HILL INT,PARKWOOD HILL INT,Keller ISD,Tarrant,B,89,A,91,B,82,B,84,"1,190",11,REGION 11: FORT WORTH,28.8%,Middle School,/districts/keller-isd/parkwood-hill-intermediate-school/
campus,220907116.0,BLUEBONNET EL,BLUEBONNET EL,Keller ISD,Tarrant,C,75,C,77,C,70,C,71,537,11,REGION 11: FORT WORTH,42.1%,Elementary,/districts/keller-isd/bluebonnet-elementary-school/
campus,220907117.0,FREEDOM EL,FREEDOM EL,Keller ISD,Tarrant,B,84,B,85,C,79,B,83,559,11,REGION 11: FORT WORTH,32.6%,Elementary,/districts/keller-isd/freedom-elementary-school/
campus,220907118.0,BETTE PEROT EL,BETTE PEROT EL,Keller ISD,Tarrant,A,94,A,92,B,89,A,100,607,11,REGION 11: FORT WORTH,19.6%,Elementary,/districts/keller-isd/bette-perot-elementary-school/
campus,220907119.0,WOODLAND SPRINGS EL,WOODLAND SPRINGS EL,Keller ISD,Tarrant,B,83,B,86,D,69,C,75,578,11,REGION 11: FORT WORTH,18.7%,Elementary,/districts/keller-isd/woodland-springs-elementary-school/
campus,220907120.0,LIBERTY EL,LIBERTY EL,Keller ISD,Tarrant,B,88,A,92,C,70,C,78,435,11,REGION 11: FORT WORTH,3.7%,Elementary,/districts/keller-isd/liberty-elementary-school/
