type,id,name,campus,district,county,overall,overall_score,1_achievement,1_achievement_score,2_progress,2_progress_score,3_gaps,3_gaps_score,student_pop,esc_region,region,perc_econ_disadvantage,type_detail,absolute_url
campus,57903044.0,LONG MIDDLE,LONG MIDDLE,Carrollton-Farmers Branch ISD,Dallas,D,69,D,65,C,72,D,63,647,10,REGION 10: RICHARDSON,81.9%,Middle School,/districts/carrollton-farmers-branch-isd/long-middle-school/
campus,57903045.0,BLALACK MIDDLE,BLALACK MIDDLE,Carrollton-Farmers Branch ISD,Dallas,B,84,B,85,B,89,C,72,"1,044",10,REGION 10: RICHARDSON,58.6%,Middle School,/districts/carrollton-farmers-branch-isd/blalack-middle-school/
campus,57903046.0,POLK MIDDLE,POLK MIDDLE,Carrollton-Farmers Branch ISD,Dallas,C,79,C,75,B,83,C,70,"1,040",10,REGION 10: RICHARDSON,74.0%,Middle School,/districts/carrollton-farmers-branch-isd/polk-middle-school/
campus,57903047.0,BUSH MIDDLE,BUSH MIDDLE,Carrollton-Farmers Branch ISD,Dallas,C,78,C,76,B,80,C,74,677,10,REGION 10: RICHARDSON,61.7%,Middle School,/districts/carrollton-farmers-branch-isd/bush-middle-school/
campus,57903102.0,CARROLLTON EL,CARROLLTON EL,Carrollton-Farmers Branch ISD,Dallas,C,78,C,73,B,81,C,72,572,10,REGION 10: RICHARDSON,85.3%,Elementary,/districts/carrollton-farmers-branch-isd/carrollton-elementary-school/
campus,57903103.0,CENTRAL EL,CENTRAL EL,Carrollton-Farmers Branch ISD,Dallas,D,69,D,65,C,72,D,62,569,10,REGION 10: RICHARDSON,89.6%,Elementary,/districts/carrollton-farmers-branch-isd/central-elementary-school/
campus,57903105.0,GOOD EL,GOOD EL,Carrollton-Farmers Branch ISD,Dallas,B,84,C,75,B,85,B,83,536,10,REGION 10: RICHARDSON,81.2%,Elementary,/districts/carrollton-farmers-branch-isd/good-elementary-school/
campus,57903106.0,STARK EL,STARK EL,Carrollton-Farmers Branch ISD,Dallas,B,88,A,91,A,90,B,81,746,10,REGION 10: RICHARDSON,54.8%,Elementary,/districts/carrollton-farmers-branch-isd/stark-elementary-school/
campus,57903109.0,FARMERS BRANCH EL,FARMERS BRANCH EL,Carrollton-Farmers Branch ISD,Dallas,A,94,B,89,A,91,A,100,519,10,REGION 10: RICHARDSON,82.3%,Elementary,/districts/carrollton-farmers-branch-isd/farmers-branch-elementary-school/
campus,57903110.0,BLANTON EL,BLANTON EL,Carrollton-Farmers Branch ISD,Dallas,B,89,B,80,B,87,A,92,427,10,REGION 10: RICHARDSON,79.2%,Elementary,/districts/carrollton-farmers-branch-isd/blanton-elementary-school/
campus,57903111.0,THOMPSON EL,THOMPSON EL,Carrollton-Farmers Branch ISD,Dallas,B,81,C,76,B,82,C,79,497,10,REGION 10: RICHARDSON,71.4%,Elementary,/districts/carrollton-farmers-branch-isd/thompson-elementary-school/
campus,57903112.0,COUNTRY PLACE EL,COUNTRY PLACE EL,Carrollton-Farmers Branch ISD,Dallas,A,90,B,85,B,86,A,98,417,10,REGION 10: RICHARDSON,45.6%,Elementary,/districts/carrollton-farmers-branch-isd/country-place-elementary-school/
campus,57903113.0,DAVIS EL,DAVIS EL,Carrollton-Farmers Branch ISD,Dallas,A,92,B,85,A,90,A,98,503,10,REGION 10: RICHARDSON,82.1%,Elementary,/districts/carrollton-farmers-branch-isd/davis-elementary-school/
campus,57903114.0,MCCOY EL,MCCOY EL,Carrollton-Farmers Branch ISD,Dallas,A,93,A,95,A,93,B,88,456,10,REGION 10: RICHARDSON,33.1%,Elementary,/districts/carrollton-farmers-branch-isd/mccoy-elementary-school/
campus,57903116.0,FURNEAUX EL,FURNEAUX EL,Carrollton-Farmers Branch ISD,Dallas,C,79,C,77,B,82,C,73,451,10,REGION 10: RICHARDSON,67.4%,Elementary,/districts/carrollton-farmers-branch-isd/furneaux-elementary-school/
campus,57903117.0,HUIE SPECIAL EDUC CTR,HUIE SPECIAL EDUC CTR,Carrollton-Farmers Branch ISD,Dallas,Not rated,.,Not rated,.,Not rated,.,Not rated,.,42,10,REGION 10: RICHARDSON,42.9%,High School,/districts/carrollton-farmers-branch-isd/huie-special-educ-ctr/
campus,57903118.0,ROSEMEADE EL,ROSEMEADE EL,Carrollton-Farmers Branch ISD,Dallas,A,93,A,91,B,89,A,96,389,10,REGION 10: RICHARDSON,40.9%,Elementary,/districts/carrollton-farmers-branch-isd/rosemeade-elementary-school/
campus,57903120.0,LAS COLINAS EL,LAS COLINAS EL,Carrollton-Farmers Branch ISD,Dallas,A,90,A,92,B,86,B,86,579,10,REGION 10: RICHARDSON,24.7%,Elementary,/districts/carrollton-farmers-branch-isd/las-colinas-elementary-school/
campus,57903121.0,LANDRY EL,LANDRY EL,Carrollton-Farmers Branch ISD,Dallas,B,80,D,62,B,83,C,74,280,10,REGION 10: RICHARDSON,78.6%,Elementary,/districts/carrollton-farmers-branch-isd/landry-elementary-school/
campus,57903122.0,KENT EL,KENT EL,Carrollton-Farmers Branch ISD,Dallas,B,89,A,91,B,88,B,85,529,10,REGION 10: RICHARDSON,45.6%,Elementary,/districts/carrollton-farmers-branch-isd/kent-elementary-school/
campus,57903123.0,RIVERCHASE ELE,RIVERCHASE ELE,Carrollton-Farmers Branch ISD,Dallas,C,76,C,75,D,69,C,77,464,10,REGION 10: RICHARDSON,47.6%,Elementary,/districts/carrollton-farmers-branch-isd/riverchase-elementary-school/
campus,57903124.0,MCKAMY EL,MCKAMY EL,Carrollton-Farmers Branch ISD,Dallas,C,71,C,70,C,73,D,67,534,10,REGION 10: RICHARDSON,75.7%,Elementary,/districts/carrollton-farmers-branch-isd/mckamy-elementary-school/
campus,57903125.0,SHEFFIELD EL,SHEFFIELD EL,Carrollton-Farmers Branch ISD,Dallas,F,59,F,54,F,59,D,62,654,10,REGION 10: RICHARDSON,89.1%,Elementary,/districts/carrollton-farmers-branch-isd/sheffield-intermediate-school/
campus,57903126.0,RAINWATER EL,RAINWATER EL,Carrollton-Farmers Branch ISD,Dallas,B,89,B,89,B,86,B,89,359,10,REGION 10: RICHARDSON,51.8%,Elementary,/districts/carrollton-farmers-branch-isd/rainwater-elementary-school/
campus,57903128.0,FREEMAN EL,FREEMAN EL,Carrollton-Farmers Branch ISD,Dallas,B,87,B,86,B,83,B,89,684,10,REGION 10: RICHARDSON,34.6%,Elementary,/districts/carrollton-farmers-branch-isd/freeman-elementary-school/
campus,57903129.0,MCWHORTER EL,MCWHORTER EL,Carrollton-Farmers Branch ISD,Dallas,B,84,D,60,B,88,C,76,560,10,REGION 10: RICHARDSON,87.3%,Elementary,/districts/carrollton-farmers-branch-isd/mcwhorter-elementary-school/
campus,57903131.0,BLAIR EL,BLAIR EL,Carrollton-Farmers Branch ISD,Dallas,B,86,C,73,B,89,C,78,539,10,REGION 10: RICHARDSON,86.6%,Elementary,/districts/carrollton-farmers-branch-isd/blair-intermediate-school/
campus,57903132.0,LA VILLITA EL,LA VILLITA EL,Carrollton-Farmers Branch ISD,Dallas,A,93,A,91,A,91,A,98,898,10,REGION 10: RICHARDSON,19.3%,Elementary,/districts/carrollton-farmers-branch-isd/la-villita-elementary-school/
campus,57903135.0,MCLAUGHLIN STRICKLAND EL,MCLAUGHLIN STRICKLAND EL,Carrollton-Farmers Branch ISD,Dallas,C,77,D,65,C,79,C,73,535,10,REGION 10: RICHARDSON,88.6%,Elementary,/districts/carrollton-farmers-branch-isd/strickland-intermediate-school/
district,57904.0,CEDAR HILL ISD,,Cedar Hill ISD,Dallas,B,81,C,79,B,83,C,77,"7,779",10,REGION 10: RICHARDSON,67.3%,District,/districts/cedar-hill-isd/
campus,57904001.0,CEDAR HILL H S,CEDAR HILL H S,Cedar Hill ISD,Dallas,C,75,C,75,C,75,C,75,"2,266",10,REGION 10: RICHARDSON,60.2%,High School,/districts/cedar-hill-isd/cedar-hill-high-school/
campus,57904003.0,CEDAR HILL COLLEGIATE H S,CEDAR HILL COLLEGIATE H S,Cedar Hill ISD,Dallas,A,95,A,97,A,97,A,90,371,10,REGION 10: RICHARDSON,42.6%,High School,/districts/cedar-hill-isd/cedar-hill-collegiate-high-school/
campus,57904007.0,JJAEP,JJAEP,Cedar Hill ISD,Dallas,Not rated,.,Not rated,.,Not rated,.,Not rated,.,1,10,REGION 10: RICHARDSON,0.0%,Elementary,
campus,57904041.0,W S PERMENTER MIDDLE,W S PERMENTER MIDDLE,Cedar Hill ISD,Dallas,C,72,C,70,C,75,D,65,800,10,REGION 10: RICHARDSON,73.9%,Middle School,/districts/cedar-hill-isd/ws-permenter-middle-school/
campus,57904042.0,BESSIE COLEMAN MIDDLE,BESSIE COLEMAN MIDDLE,Cedar Hill ISD,Dallas,C,78,C,73,C,79,C,75,769,10,REGION 10: RICHARDSON,68.8%,Middle School,/districts/cedar-hill-isd/bessie-coleman-middle-school/
campus,57904043.0,CEDAR HILL COLLEGIATE ACADEMY,CEDAR HILL COLLEGIATE ACADEMY,Cedar Hill ISD,Dallas,A,95,A,94,A,94,A,96,300,10,REGION 10: RICHARDSON,49.3%,Middle School,/districts/cedar-hill-isd/cedar-hill-collegiate-academy/
campus,57904101.0,BRAY EL,BRAY EL,Cedar Hill ISD,Dallas,C,74,C,70,C,75,C,70,251,10,REGION 10: RICHARDSON,71.7%,Elementary,/districts/cedar-hill-isd/bray-elementary-school/
campus,57904102.0,PLUMMER EL,PLUMMER EL,Cedar Hill ISD,Dallas,B,82,D,69,B,85,C,75,607,10,REGION 10: RICHARDSON,82.9%,Elementary,/districts/cedar-hill-isd/plummer-elementary-school/
campus,57904104.0,HIGH POINTE EL,HIGH POINTE EL,Cedar Hill ISD,Dallas,F,48,F,54,F,56,F,30,404,10,REGION 10: RICHARDSON,86.1%,Elementary,/districts/cedar-hill-isd/high-pointe-elementary-school/
campus,57904105.0,HIGHLANDS EL,HIGHLANDS EL,Cedar Hill ISD,Dallas,B,80,D,67,B,83,C,74,604,10,REGION 10: RICHARDSON,85.9%,Elementary,/districts/cedar-hill-isd/highlands-elementary-school/
campus,57904107.0,WATERFORD OAKS EL,WATERFORD OAKS EL,Cedar Hill ISD,Dallas,C,70,F,59,C,70,C,71,578,10,REGION 10: RICHARDSON,76.8%,Elementary,/districts/cedar-hill-isd/waterford-oaks-elementary-school/
campus,57904108.0,LAKERIDGE EL,LAKERIDGE EL,Cedar Hill ISD,Dallas,B,87,C,72,B,89,B,81,328,10,REGION 10: RICHARDSON,66.2%,Elementary,/districts/cedar-hill-isd/lakeridge-elementary-school/
campus,57904110.0,CEDAR HILL COLLEGIATE PREP,CEDAR HILL COLLEGIATE PREP,Cedar Hill ISD,Dallas,B,88,A,91,B,88,B,81,500,10,REGION 10: RICHARDSON,47.4%,Elementary,/districts/cedar-hill-isd/cedar-hill-collegiate-prep/
district,57905.0,DALLAS ISD,,Dallas ISD,Dallas,B,86,C,79,B,89,C,78,"155,030",10,REGION 10: RICHARDSON,86.2%,District,/districts/dallas-isd/
campus,57905001.0,BRYAN ADAMS H S,BRYAN ADAMS H S,Dallas ISD,Dallas,B,81,B,83,B,86,C,79,"2,164",10,REGION 10: RICHARDSON,87.9%,High School,/districts/dallas-isd/bryan-adams-high-school/
campus,57905002.0,W H ADAMSON H S,W H ADAMSON H S,Dallas ISD,Dallas,C,79,C,78,B,83,C,77,"1,619",10,REGION 10: RICHARDSON,93.6%,High School,/districts/dallas-isd/wh-adamson-high-school/
campus,57905003.0,NEW TECH H S AT B F DARRELL H S,NEW TECH H S AT B F DARRELL H S,Dallas ISD,Dallas,B,82,B,88,B,86,B,83,270,10,REGION 10: RICHARDSON,91.5%,High School,/districts/dallas-isd/a-maceo-smith-high-school/
campus,57905005.0,MOISES E MOLINA H S,MOISES E MOLINA H S,Dallas ISD,Dallas,B,80,C,77,B,87,C,77,"2,254",10,REGION 10: RICHARDSON,87.5%,High School,/districts/dallas-isd/moises-e-molina-high-school/
campus,57905006.0,HILLCREST H S,HILLCREST H S,Dallas ISD,Dallas,C,79,C,79,B,83,B,82,"1,201",10,REGION 10: RICHARDSON,73.7%,High School,/districts/dallas-isd/hillcrest-high-school/
campus,57905007.0,THOMAS JEFFERSON H S,THOMAS JEFFERSON H S,Dallas ISD,Dallas,B,81,D,68,B,87,C,74,"1,722",10,REGION 10: RICHARDSON,78.6%,High School,/districts/dallas-isd/thomas-jefferson-high-school/
campus,57905008.0,JUSTIN F KIMBALL H S,JUSTIN F KIMBALL H S,Dallas ISD,Dallas,D,69,D,67,C,70,D,65,"1,445",10,REGION 10: RICHARDSON,79.2%,High School,/districts/dallas-isd/justin-f-kimball-high-school/
campus,57905009.0,LINCOLN HUMANITIES/COMMUNICATIONS,LINCOLN HUMANITIES/COMMUNICATIONS,Dallas ISD,Dallas,C,70,C,70,C,76,D,68,645,10,REGION 10: RICHARDSON,91.5%,High School,/districts/dallas-isd/lincoln-humanitiescommunications-magnet-high-school/
campus,57905011.0,BARBARA M MANNS MIDDLE DAEP,BARBARA M MANNS MIDDLE DAEP,Dallas ISD,Dallas,Not rated,.,Not rated,.,Not rated,.,Not rated,.,70,10,REGION 10: RICHARDSON,88.6%,Middle School,/districts/dallas-isd/learning-alternative-center-for-empowering-youth/
campus,57905012.0,L G PINKSTON H S,L G PINKSTON H S,Dallas ISD,Dallas,C,73,D,66,C,75,D,63,"1,283",10,REGION 10: RICHARDSON,96.1%,High School,/districts/dallas-isd/lg-pinkston-high-school/
campus,57905013.0,FRANKLIN D ROOSEVELT H S,FRANKLIN D ROOSEVELT H S,Dallas ISD,Dallas,D,67,D,61,C,70,D,61,727,10,REGION 10: RICHARDSON,94.2%,High School,/districts/dallas-isd/franklin-d-roosevelt-high-school/
campus,57905014.0,W W SAMUELL H S,W W SAMUELL H S,Dallas ISD,Dallas,C,74,C,75,B,81,C,73,"1,941",10,REGION 10: RICHARDSON,91.7%,High School,/districts/dallas-isd/ww-samuell-high-school/
campus,57905015.0,SEAGOVILLE H S,SEAGOVILLE H S,Dallas ISD,Dallas,C,74,C,72,B,81,D,69,"1,514",10,REGION 10: RICHARDSON,86.2%,High School,/districts/dallas-isd/seagoville-high-school/
campus,57905016.0,SOUTH OAK CLIFF H S,SOUTH OAK CLIFF H S,Dallas ISD,Dallas,C,74,D,67,B,80,C,76,"1,073",10,REGION 10: RICHARDSON,94.7%,High School,/districts/dallas-isd/south-oak-cliff-high-school/
campus,57905017.0,H GRADY SPRUCE H S,H GRADY SPRUCE H S,Dallas ISD,Dallas,C,76,D,69,B,82,C,75,"1,826",10,REGION 10: RICHARDSON,90.5%,High School,/districts/dallas-isd/h-grady-spruce-high-school/
campus,57905018.0,SUNSET H S,SUNSET H S,Dallas ISD,Dallas,B,80,C,77,B,86,C,79,"2,026",10,REGION 10: RICHARDSON,78.7%,High School,/districts/dallas-isd/sunset-high-school/
campus,57905021.0,W T WHITE H S,W T WHITE H S,Dallas ISD,Dallas,C,74,C,76,B,81,C,72,"2,207",10,REGION 10: RICHARDSON,69.9%,High School,/districts/dallas-isd/wt-white-high-school/
campus,57905022.0,WOODROW WILSON H S,WOODROW WILSON H S,Dallas ISD,Dallas,B,82,B,89,B,88,B,84,"1,951",10,REGION 10: RICHARDSON,47.4%,High School,/districts/dallas-isd/woodrow-wilson-high-school/
campus,57905023.0,DAVID W CARTER H S,DAVID W CARTER H S,Dallas ISD,Dallas,C,74,C,73,C,79,C,73,"1,181",10,REGION 10: RICHARDSON,75.9%,High School,/districts/dallas-isd/david-w-carter-high-school/
campus,57905024.0,NORTH DALLAS H S,NORTH DALLAS H S,Dallas ISD,Dallas,C,75,C,74,C,79,C,74,"1,060",10,REGION 10: RICHARDSON,90.7%,High School,/districts/dallas-isd/north-dallas-high-school/
campus,57905025.0,SKYLINE H S,SKYLINE H S,Dallas ISD,Dallas,C,76,B,80,B,85,C,76,"4,229",10,REGION 10: RICHARDSON,74.7%,High School,/districts/dallas-isd/skyline-high-school/
campus,57905026.0,SCHOOL OF SCIENCE AND ENGINEERING,SCHOOL OF SCIENCE AND ENGINEERING,Dallas ISD,Dallas,A,98,A,99,A,98,Not rated,.,497,10,REGION 10: RICHARDSON,53.1%,High School,/districts/dallas-isd/school-of-science-and-engineering/
campus,57905028.0,EMMETT J CONRAD H S,EMMETT J CONRAD H S,Dallas ISD,Dallas,B,81,C,74,B,82,C,75,"1,289",10,REGION 10: RICHARDSON,82.5%,High School,/districts/dallas-isd/emmett-j-conrad-high-school/
campus,57905029.0,BARBARA M MANNS H S DAEP,BARBARA M MANNS H S DAEP,Dallas ISD,Dallas,Not rated,.,Not rated,.,Not rated,.,Not rated,.,107,10,REGION 10: RICHARDSON,80.4%,High School,/districts/dallas-isd/school-community-guidance-center/
campus,57905030.0,MAYA ANGELOU H S,MAYA ANGELOU H S,Dallas ISD,Dallas,Not rated,.,Not rated,.,Not rated,.,Not rated,.,18,10,REGION 10: RICHARDSON,94.4%,High School,/districts/dallas-isd/maya-angelou-high-school/
campus,57905032.0,JAMES MADISON H S,JAMES MADISON H S,Dallas ISD,Dallas,C,75,D,68,B,81,C,71,490,10,REGION 10: RICHARDSON,89.4%,High School,/districts/dallas-isd/james-madison-high-school/
campus,57905033.0,SCHOOL OF BUSINESS AND MANAGEMENT,SCHOOL OF BUSINESS AND MANAGEMENT,Dallas ISD,Dallas,A,92,A,98,A,96,B,89,505,10,REGION 10: RICHARDSON,68.9%,High School,/districts/dallas-isd/school-of-business-and-management/
campus,57905034.0,BOOKER T WASHINGTON SPVA MAGNET,BOOKER T WASHINGTON SPVA MAGNET,Dallas ISD,Dallas,A,91,A,97,A,92,A,92,999,10,REGION 10: RICHARDSON,31.7%,High School,/districts/dallas-isd/booker-t-washington-school-for-the-performing-and-visual-arts/
campus,57905035.0,IRMA RANGEL YOUNG WOMEN'S LEADERSH,IRMA RANGEL YOUNG WOMEN'S LEADERSH,Dallas ISD,Dallas,A,96,A,99,A,98,A,100,549,10,REGION 10: RICHARDSON,71.4%,Elem/Secondary,/districts/dallas-isd/irma-lerma-rangel-young-womens-leadership-school/
campus,57905036.0,SCHOOL OF HEALTH PROFESSIONS,SCHOOL OF HEALTH PROFESSIONS,Dallas ISD,Dallas,A,92,A,98,A,97,A,100,549,10,REGION 10: RICHARDSON,73.6%,High School,/districts/dallas-isd/school-of-health-professions/
campus,57905037.0,ROSIE SORRELLS EDUCATION AND SOCIA,ROSIE SORRELLS EDUCATION AND SOCIA,Dallas ISD,Dallas,A,92,A,97,A,96,A,100,306,10,REGION 10: RICHARDSON,70.9%,High School,/districts/dallas-isd/rosie-m-collins-sorrells-school-of-education-and-social-services/
campus,57905038.0,JUDGE BAREFOOT SANDERS LAW MAGNET,JUDGE BAREFOOT SANDERS LAW MAGNET,Dallas ISD,Dallas,A,94,A,97,A,96,B,87,409,10,REGION 10: RICHARDSON,74.6%,High School,/districts/dallas-isd/judge-barefoot-sanders-law-magnet/
campus,57905039.0,SCHOOL FOR THE TALENTED AND GIFTED,SCHOOL FOR THE TALENTED AND GIFTED,Dallas ISD,Dallas,A,98,A,100,A,99,A,100,359,10,REGION 10: RICHARDSON,34.5%,High School,/districts/dallas-isd/school-for-the-talented-and-gifted/
campus,57905042.0,WILLIAM HAWLEY ATWELL LAW ACADEMY,WILLIAM HAWLEY ATWELL LAW ACADEMY,Dallas ISD,Dallas,D,66,D,60,C,72,F,53,785,10,REGION 10: RICHARDSON,99.5%,Middle School,/districts/dallas-isd/william-hawley-atwell-law-academy/
campus,57905043.0,T W BROWNE MIDDLE,T W BROWNE MIDDLE,Dallas ISD,Dallas,C,77,D,64,C,75,D,69,570,10,REGION 10: RICHARDSON,97.2%,Middle School,/districts/dallas-isd/tw-browne-middle-school/
campus,57905044.0,EDWARD H CARY MIDDLE,EDWARD H CARY MIDDLE,Dallas ISD,Dallas,D,65,F,57,D,66,D,62,590,10,REGION 10: RICHARDSON,94.2%,Middle School,/districts/dallas-isd/edward-h-cary-middle-school/
campus,57905045.0,E B COMSTOCK MIDDLE,E B COMSTOCK MIDDLE,Dallas ISD,Dallas,D,65,F,57,D,66,D,61,798,10,REGION 10: RICHARDSON,99.5%,Middle School,/districts/dallas-isd/eb-comstock-middle-school/
campus,57905046.0,YOUNG MEN'S LEADERSHIP ACADEMY AT,YOUNG MEN'S LEADERSHIP ACADEMY AT,Dallas ISD,Dallas,C,75,D,65,C,75,C,73,870,10,REGION 10: RICHARDSON,87.8%,Middle School,/districts/dallas-isd/fred-f-florence-middle-school/
campus,57905047.0,BENJAMIN FRANKLIN INTERNATIONAL EX,BENJAMIN FRANKLIN INTERNATIONAL EX,Dallas ISD,Dallas,B,81,C,75,B,85,C,73,"1,103",10,REGION 10: RICHARDSON,81.7%,Middle School,/districts/dallas-isd/benjamin-franklin-middle-school/
campus,57905048.0,W H GASTON MIDDLE,W H GASTON MIDDLE,Dallas ISD,Dallas,C,79,C,70,B,81,C,70,939,10,REGION 10: RICHARDSON,93.4%,Middle School,/districts/dallas-isd/wh-gaston-middle-school/
campus,57905049.0,W E GREINER EXPLORATORY ARTS ACADE,W E GREINER EXPLORATORY ARTS ACADE,Dallas ISD,Dallas,B,84,B,81,A,90,C,79,"1,796",10,REGION 10: RICHARDSON,77.0%,Middle School,/districts/dallas-isd/we-greiner-exploratory-arts-academy/
campus,57905050.0,ROBERT T HILL MIDDLE,ROBERT T HILL MIDDLE,Dallas ISD,Dallas,C,78,C,72,B,82,D,68,862,10,REGION 10: RICHARDSON,87.7%,Middle School,/districts/dallas-isd/robert-t-hill-middle-school/
campus,57905051.0,OLIVER WENDELL HOLMES HUMANITIES/C,OLIVER WENDELL HOLMES HUMANITIES/C,Dallas ISD,Dallas,C,73,D,67,B,80,C,78,714,10,REGION 10: RICHARDSON,98.9%,Middle School,/districts/dallas-isd/oliver-wendell-holmes-humanitiescommunications/
campus,57905052.0,PIEDMONT GLOBAL ACADEMY,PIEDMONT GLOBAL ACADEMY,Dallas ISD,Dallas,C,73,D,65,C,77,D,68,"1,028",10,REGION 10: RICHARDSON,92.6%,Middle School,/districts/dallas-isd/john-b-hood-middle-school/
campus,57905053.0,J L LONG MIDDLE,J L LONG MIDDLE,Dallas ISD,Dallas,B,81,C,79,B,85,C,75,"1,474",10,REGION 10: RICHARDSON,64.9%,Middle School,/districts/dallas-isd/jl-long-middle-school/
campus,57905054.0,THOMAS C MARSH MIDDLE,THOMAS C MARSH MIDDLE,Dallas ISD,Dallas,D,66,D,65,C,75,F,45,963,10,REGION 10: RICHARDSON,89.5%,Middle School,/districts/dallas-isd/thomas-c-marsh-middle-school/
campus,57905055.0,THOMAS J RUSK MIDDLE,THOMAS J RUSK MIDDLE,Dallas ISD,Dallas,B,88,C,75,B,87,C,74,648,10,REGION 10: RICHARDSON,96.9%,Middle School,/districts/dallas-isd/thomas-j-rusk-middle-school/
campus,57905056.0,EWELL D WALKER MIDDLE,EWELL D WALKER MIDDLE,Dallas ISD,Dallas,C,74,C,73,B,83,C,71,738,10,REGION 10: RICHARDSON,87.7%,Middle School,/districts/dallas-isd/ewell-d-walker-middle-school/
campus,57905058.0,ALEX W SPENCE TALENTED/GIFTED ACAD,ALEX W SPENCE TALENTED/GIFTED ACAD,Dallas ISD,Dallas,C,79,B,80,A,90,C,78,713,10,REGION 10: RICHARDSON,83.6%,Middle School,/districts/dallas-isd/alex-w-spence-talentedgifted-academy/
campus,57905059.0,L V STOCKARD MIDDLE,L V STOCKARD MIDDLE,Dallas ISD,Dallas,D,68,D,64,C,74,F,53,"1,137",10,REGION 10: RICHARDSON,89.5%,Middle School,/districts/dallas-isd/lv-stockard-middle-school/
campus,57905060.0,BOUDE STOREY MIDDLE,BOUDE STOREY MIDDLE,Dallas ISD,Dallas,C,77,D,65,C,77,C,70,528,10,REGION 10: RICHARDSON,97.7%,Middle School,/districts/dallas-isd/boude-storey-middle-school/
campus,57905062.0,BILLY EARL DADE MIDDLE,BILLY EARL DADE MIDDLE,Dallas ISD,Dallas,D,65,F,57,D,66,D,62,879,10,REGION 10: RICHARDSON,99.9%,Middle School,/districts/dallas-isd/billy-earl-dade-middle-school/
campus,57905068.0,RAUL QUINTANILLA SR MIDDLE,RAUL QUINTANILLA SR MIDDLE,Dallas ISD,Dallas,A,93,B,80,A,91,B,87,691,10,REGION 10: RICHARDSON,93.8%,Middle School,/districts/dallas-isd/raul-quintanilla-sr-middle-school/
campus,57905069.0,SEAGOVILLE MIDDLE,SEAGOVILLE MIDDLE,Dallas ISD,Dallas,C,70,D,65,C,77,D,60,"1,380",10,REGION 10: RICHARDSON,91.2%,Middle School,/districts/dallas-isd/seagoville-middle-school/
campus,57905071.0,DALLAS ENVIRONMENTAL SCIENCE ACADE,DALLAS ENVIRONMENTAL SCIENCE ACADE,Dallas ISD,Dallas,A,97,A,96,A,97,A,100,460,10,REGION 10: RICHARDSON,85.9%,Middle School,/districts/dallas-isd/dallas-environmental-science-academy/
campus,57905072.0,SARAH ZUMWALT MIDDLE,SARAH ZUMWALT MIDDLE,Dallas ISD,Dallas,C,76,F,59,C,74,C,73,396,10,REGION 10: RICHARDSON,99.0%,Middle School,/districts/dallas-isd/sarah-zumwalt-middle-school/
